transaction_ts,date,symbol,price,amount,dollar_amount,type,trans_id
1601510563,2020-10-01 0:02,BTC_USD,10792.6,0.00654214,70.60670016,sell,124289189
1601510584,2020-10-01 0:03,BTC_USD,10796.35,0.00991294,107.0235698,buy,124289196
1601510599,2020-10-01 0:03,BTC_USD,10796.34,0.00567112,61.2273397,sell,124289198
1601510600,2020-10-01 0:03,BTC_USD,10799.77,0.00008706,0.940227976,buy,124289201
1601510609,2020-10-01 0:03,BTC_USD,10797.77,0.00863419,93.22999776,sell,124289207
1601510614,2020-10-01 0:03,BTC_USD,10797.87,0.00748154,80.78469632,sell,124289208
1601510635,2020-10-01 0:03,ETH_USD,360.41,13.87,4998.8867,sell,124289230
1601510635,2020-10-01 0:03,BTC_USD,10800.21,0.09467771,1022.53915,sell,124289229
1601510643,2020-10-01 0:04,BTC_USD,10800.21,0.00038889,4.200093667,buy,124289233
1601510657,2020-10-01 0:04,BTC_USD,10802.47,0.0023358,25.23240943,buy,124289237
1601510658,2020-10-01 0:04,ETH_USD,360.48,0.00044736,0.161264333,buy,124289239
1601510661,2020-10-01 0:04,BTC_USD,10807.87,0.015,162.11805,buy,124289247
1601510663,2020-10-01 0:04,BTC_USD,10813.35,0.4622,4997.93037,buy,124289259
1601510665,2020-10-01 0:04,ETH_USD,360.84,0.00058184,0.209951146,buy,124289274
1601510665,2020-10-01 0:04,LTC_USD,46.37,43.0477,1996.121849,buy,124289272
1601510665,2020-10-01 0:04,BTC_USD,10816.81,0.00268519,29.04519004,buy,124289269
1601510666,2020-10-01 0:04,ETH_USD,360.93,0.20058248,72.39623451,sell,124289279
1601510667,2020-10-01 0:04,BTC_USD,10818.02,0.4615,4992.51623,sell,124289285
1601510668,2020-10-01 0:04,BTC_USD,10818.65,0.4325,4679.066125,sell,124289291
1601510671,2020-10-01 0:04,ETH_USD,361.17,5,1805.85,buy,124289296
1601510671,2020-10-01 0:04,BTC_USD,10823.3,0.00089727,9.711422391,buy,124289302
1601510672,2020-10-01 0:04,ETH_USD,361.19,0.99,357.5781,sell,124289314
1601510672,2020-10-01 0:04,LTC_USD,46.4,66.9212,3105.14368,buy,124289316
1601510672,2020-10-01 0:04,BTC_USD,10827.41,0.00398156,43.10998256,sell,124289317
1601510673,2020-10-01 0:04,ETH_USD,361.19,0.0009424,0.340385456,buy,124289320
1601510674,2020-10-01 0:04,BTC_USD,10825.36,0.028,303.11008,sell,124289324
1601510675,2020-10-01 0:04,BTC_USD,10819.03,0.4617,4995.146151,sell,124289325
1601510681,2020-10-01 0:04,BTC_USD,10815.77,0.901,9745.00877,sell,124289333
1601510683,2020-10-01 0:04,BTC_USD,10815.63,0.4613,4989.250119,sell,124289334
1601510685,2020-10-01 0:04,ETH_USD,360.8,1.15,414.92,buy,124289336
1601510686,2020-10-01 0:04,BTC_USD,10814.55,0.1,1081.455,sell,124289337
1601510688,2020-10-01 0:04,BTC_USD,10815.11,0.1,1081.511,sell,124289338
1601510689,2020-10-01 0:04,BTC_USD,10815.11,0.1,1081.511,sell,124289339
1601510690,2020-10-01 0:04,BTC_USD,10815.21,0.1,1081.521,sell,124289341
1601510691,2020-10-01 0:04,ETH_USD,360.68,8,2885.44,buy,124289343
1601510693,2020-10-01 0:04,BTC_USD,10811.1,0.00250901,27.12515801,sell,124289344
1601510698,2020-10-01 0:04,ETH_USD,360.67,0.717,258.60039,buy,124289345
1601510701,2020-10-01 0:05,ETH_USD,360.74,0.45150996,162.877703,sell,124289346
1601510705,2020-10-01 0:05,BTC_USD,10814.04,0.028,302.79312,sell,124289347
1601510713,2020-10-01 0:05,ETH_USD,360.94,0.60612245,218.7738371,buy,124289349
1601510713,2020-10-01 0:05,BTC_USD,10819.64,0.0068,73.573552,buy,124289351
1601510716,2020-10-01 0:05,BTC_USD,10818.7,0.00504558,54.58661635,sell,124289355
1601510724,2020-10-01 0:05,ETH_USD,360.86,7.5,2706.45,buy,124289362
1601510725,2020-10-01 0:05,ETH_USD,360.86,0.2,72.172,sell,124289363
1601510731,2020-10-01 0:05,BTC_USD,10817.08,0.00868948,93.99480032,sell,124289366
1601510734,2020-10-01 0:05,BTC_USD,10817.25,0.00916654,99.15675482,sell,124289367
1601510735,2020-10-01 0:05,ETH_USD,360.87,0.6145,221.754615,buy,124289368
1601510735,2020-10-01 0:05,BTC_USD,10823.3,0.54206648,5866.948133,buy,124289371
1601510739,2020-10-01 0:05,BTC_USD,10817.93,0.00517605,55.99414658,sell,124289372
1601510746,2020-10-01 0:05,BTC_USD,10824.47,0.03606591,390.3943608,buy,124289375
1601510748,2020-10-01 0:05,ETH_USD,360.92,0.00001354,0.004886857,buy,124289377
1601510749,2020-10-01 0:05,BTC_USD,10819.56,0.023,248.84988,sell,124289378
1601510754,2020-10-01 0:05,BTC_USD,10820.06,0.00244915,26.49994995,buy,124289379
1601510766,2020-10-01 0:06,BTC_USD,10823.3,0.0951281,1029.599965,buy,124289387
1601510769,2020-10-01 0:06,BTC_USD,10819.45,0.00510205,55.20137487,sell,124289389
1601510773,2020-10-01 0:06,BTC_USD,10820.86,0.1,1082.086,sell,124289391
1601510774,2020-10-01 0:06,BTC_USD,10821.04,0.00323475,35.00335914,sell,124289392
1601510775,2020-10-01 0:06,BTC_USD,10821.05,0.00278004,30.08295184,sell,124289393
1601510778,2020-10-01 0:06,BTC_USD,10822.31,0.00694917,75.20607198,sell,124289395
1601510787,2020-10-01 0:06,BTC_USD,10826.72,0.0118,127.755296,buy,124289402
1601510793,2020-10-01 0:06,BTC_USD,10829.84,0.0998,1080.818032,buy,124289406
1601510794,2020-10-01 0:06,BTC_USD,10829.6,0.0058289,63.12465544,buy,124289407
1601510798,2020-10-01 0:06,ETH_USD,361.2,0.57893161,209.1100975,sell,124289409
1601510803,2020-10-01 0:06,BTC_USD,10824.3,0.00944047,102.1864794,sell,124289411
1601510806,2020-10-01 0:06,BTC_USD,10821.8,0.27731507,3001.048225,sell,124289424
1601510807,2020-10-01 0:06,BTC_USD,10823.97,0.00262254,28.38629428,buy,124289425
1601510823,2020-10-01 0:07,BTC_USD,10819.76,0.02159643,233.6681895,sell,124289431
1601510828,2020-10-01 0:07,BTC_USD,10817.1,0.2,2163.42,buy,124289432
1601510849,2020-10-01 0:07,BTC_USD,10817.86,0.04617354,499.4988914,buy,124289435
1601510851,2020-10-01 0:07,BTC_USD,10812.02,0.00860035,92.98715621,sell,124289436
1601510854,2020-10-01 0:07,BTC_USD,10812.12,0.00872439,94.32915161,sell,124289438
1601510867,2020-10-01 0:07,BTC_USD,10808.72,0.00533731,57.68948934,sell,124289443
1601510876,2020-10-01 0:07,ETH_USD,360.71,10.20239774,3680.106889,buy,124289450
1601510900,2020-10-01 0:08,BTC_USD,10816.14,0.00603867,65.31510013,buy,124289459
1601510903,2020-10-01 0:08,BTC_USD,10810.75,0.4606,4979.43145,sell,124289464
1601510925,2020-10-01 0:08,ETH_USD,360.53,0.2672165,96.33956475,buy,124289479
1601510925,2020-10-01 0:08,BTC_USD,10814.52,0.694,7505.27688,buy,124289478
1601510926,2020-10-01 0:08,ETH_USD,360.63,0.2,72.126,sell,124289484
1601510926,2020-10-01 0:08,BTC_USD,10816.81,0.00003703,0.400546474,buy,124289486
1601510956,2020-10-01 0:09,BTC_USD,10818.35,0.00473137,51.18561664,sell,124289491
1601510959,2020-10-01 0:09,BTC_USD,10818.08,0.00631005,68.2626257,sell,124289492
1601510962,2020-10-01 0:09,ETH_USD,360.72,7.5,2705.4,buy,124289494
1601510971,2020-10-01 0:09,BTC_USD,10815.71,0.00711389,76.94177121,sell,124289498
1601510974,2020-10-01 0:09,BTC_USD,10815.84,0.01071502,115.8919419,sell,124289499
1601510976,2020-10-01 0:09,BTC_USD,10815.84,0.00484554,52.40858535,sell,124289500
1601510993,2020-10-01 0:09,ETH_USD,360.72,13.86,4999.5792,sell,124289504
1601510996,2020-10-01 0:09,BTC_USD,10816.68,0.04187806,452.981574,sell,124289507
1601510998,2020-10-01 0:09,ETH_USD,360.56,27.07332849,9761.55932,sell,124289512
1601510998,2020-10-01 0:09,BTC_USD,10816.68,0.15354625,1660.860651,sell,124289516
1601511010,2020-10-01 0:10,LTC_USD,46.37,2.49,115.4613,buy,124289524
1601511013,2020-10-01 0:10,BTC_USD,10815.74,0.03284869,355.2828904,sell,124289525
1601511020,2020-10-01 0:10,BTC_USD,10814.56,0.00476,51.4773056,sell,124289530
1601511025,2020-10-01 0:10,BTC_USD,10819.58,0.18058,1953.799756,buy,124289531
1601511030,2020-10-01 0:10,ETH_USD,359.95,3.05079699,1098.134377,buy,124289534
1601511030,2020-10-01 0:10,BTC_USD,10813.16,0.09797286,1059.396211,sell,124289535
1601511034,2020-10-01 0:10,BTC_USD,10808.92,0.37487611,4052.005883,sell,124289550
1601511046,2020-10-01 0:10,BTC_USD,10808.52,0.00971189,104.9711573,sell,124289554
1601511049,2020-10-01 0:10,BTC_USD,10807.71,0.38917264,4206.065033,sell,124289555
1601511052,2020-10-01 0:10,ETH_USD,359.91,0.646,232.50186,buy,124289557
1601511071,2020-10-01 0:11,BTC_USD,10810.51,0.137,1481.03987,buy,124289564
1601511072,2020-10-01 0:11,BTC_USD,10811.46,0.321,3470.47866,buy,124289565
1601511077,2020-10-01 0:11,BTC_USD,10811.63,0.2,2162.326,buy,124289566
1601511084,2020-10-01 0:11,BTC_USD,10811.91,0.30837202,3334.090527,buy,124289570
1601511093,2020-10-01 0:11,BTC_USD,10806.89,0.00769028,83.10801003,sell,124289571
1601511094,2020-10-01 0:11,BTC_USD,10806.88,0.00874669,94.52442923,sell,124289573
1601511098,2020-10-01 0:11,BTC_USD,10810.82,0.458,4951.35556,buy,124289574
1601511118,2020-10-01 0:11,BTC_USD,10807.06,0.00486857,52.6149281,sell,124289577
1601511141,2020-10-01 0:12,BTC_USD,10805.26,0.03828041,413.629783,sell,124289585
1601511166,2020-10-01 0:12,LTC_USD,46.31,15.6351,724.061481,buy,124289593
1601511166,2020-10-01 0:12,BTC_USD,10807.42,0.0050279,54.33862702,sell,124289594
1601511194,2020-10-01 0:13,BTC_USD,10813.02,0.18003952,1946.770931,buy,124289598
1601511199,2020-10-01 0:13,BTC_USD,10813.02,0.037,400.08174,buy,124289604
1601511200,2020-10-01 0:13,BTC_USD,10808.73,0.09418214,1017.989322,sell,124289608
1601511206,2020-10-01 0:13,LTC_USD,46.27,2.6,120.302,sell,124289612
1601511213,2020-10-01 0:13,BTC_USD,10808.25,0.01005309,108.65631,sell,124289613
1601511215,2020-10-01 0:13,BTC_USD,10807.96,0.00890289,96.222079,sell,124289614
1601511239,2020-10-01 0:13,BTC_USD,10808.81,0.00537631,58.11151329,sell,124289616
1601511286,2020-10-01 0:14,BTC_USD,10809.26,0.09574436,1034.925681,sell,124289643
1601511309,2020-10-01 0:15,LTC_USD,46.34,63.2314,2930.143076,buy,124289648
1601511312,2020-10-01 0:15,BTC_USD,10813.02,0.0000228,0.246536856,buy,124289649
1601511317,2020-10-01 0:15,BTC_USD,10813.02,0.00694296,75.07436534,sell,124289650
1601511321,2020-10-01 0:15,BTC_USD,10817.47,0.32965851,3566.071042,buy,124289653
1601511322,2020-10-01 0:15,BTC_USD,10813.02,0.00599859,64.86287364,sell,124289654
1601511323,2020-10-01 0:15,ETH_USD,360.55,51.05,18406.0775,sell,124289655
1601511326,2020-10-01 0:15,BTC_USD,10813.03,0.00484377,52.37583032,sell,124289656
1601511334,2020-10-01 0:15,BTC_USD,10813.16,0.00887013,95.91413491,sell,124289658
1601511338,2020-10-01 0:15,BTC_USD,10818.25,0.00746297,80.7362752,buy,124289660
1601511352,2020-10-01 0:15,ETH_USD,360.65,13.862,4999.3303,buy,124289663
1601511374,2020-10-01 0:16,ETH_USD,360.65,0.07231619,26.08083392,buy,124289679
1601511380,2020-10-01 0:16,BTC_USD,10816.99,0.01,108.1699,sell,124289680
1601511384,2020-10-01 0:16,ETH_USD,360.58,0.513164,185.0366751,sell,124289681
1601511385,2020-10-01 0:16,ETH_USD,360.58,0.480341,173.2013578,sell,124289683
1601511387,2020-10-01 0:16,ETH_USD,360.55,0.546851,197.1671281,sell,124289684
1601511388,2020-10-01 0:16,ETH_USD,360.55,0.513561,185.1644186,sell,124289685
1601511390,2020-10-01 0:16,ETH_USD,360.57,0.541355,195.1963724,sell,124289687
1601511391,2020-10-01 0:16,ETH_USD,360.55,0.551935,199.0001642,sell,124289689
1601511395,2020-10-01 0:16,ETH_USD,360.54,1.948863,702.643066,sell,124289691
1601511396,2020-10-01 0:16,ETH_USD,360.54,1.807455,651.6598257,sell,124289692
1601511398,2020-10-01 0:16,ETH_USD,360.51,0.12286,44.2922586,buy,124289695
1601511398,2020-10-01 0:16,BTC_USD,10813.46,0.2813569,3042.441584,sell,124289694
1601511399,2020-10-01 0:16,BTC_USD,10813.46,0.0010064,10.88266614,sell,124289698
1601511408,2020-10-01 0:16,BTC_USD,10809.24,0.00886277,95.79980799,sell,124289701
1601511417,2020-10-01 0:16,BTC_USD,10808.57,0.12176078,1316.059914,sell,124289704
1601511418,2020-10-01 0:16,BTC_USD,10812.05,0.0035476,38.35682858,buy,124289705
1601511420,2020-10-01 0:17,BTC_USD,10805.31,0.02749933,297.1387854,sell,124289706
1601511421,2020-10-01 0:17,BTC_USD,10811.41,0.14454646,1562.751043,buy,124289707
1601511423,2020-10-01 0:17,ETH_USD,360.41,13.862,4996.00342,buy,124289709
1601511437,2020-10-01 0:17,ETH_USD,360.42,35.06511,12638.16695,sell,124289711
1601511448,2020-10-01 0:17,BTC_USD,10807.1,0.38102639,4117.790299,sell,124289719
1601511454,2020-10-01 0:17,BTC_USD,10804.68,0.00851503,92.00217434,sell,124289720
1601511455,2020-10-01 0:17,BTC_USD,10804.67,0.00896982,96.91594506,sell,124289721
1601511460,2020-10-01 0:17,BTC_USD,10802.72,0.11167996,1206.447337,sell,124289724
1601511473,2020-10-01 0:17,ETH_USD,360.29,15.08,5433.1732,buy,124289726
1601511514,2020-10-01 0:18,BTC_USD,10807.22,0.01736246,187.639925,buy,124289739
1601511525,2020-10-01 0:18,BTC_USD,10802.55,0.41283988,4459.723446,sell,124289745
1601511528,2020-10-01 0:18,BTC_USD,10799.87,0.00487053,52.60109083,sell,124289747
1601511538,2020-10-01 0:18,LTC_USD,46.35,1.0733549,49.74999962,buy,124289749
1601511539,2020-10-01 0:18,BTC_USD,10805.56,0.00394799,42.66024282,buy,124289750
1601511555,2020-10-01 0:19,BTC_USD,10800.96,0.37184049,4016.234259,sell,124289755
1601511558,2020-10-01 0:19,BTC_USD,10804.29,0.00726436,78.4862521,buy,124289756
1601511572,2020-10-01 0:19,BTC_USD,10804.33,0.17087937,1846.237104,buy,124289759
1601511574,2020-10-01 0:19,ETH_USD,360.53,0.07143,25.7526579,buy,124289761
1601511575,2020-10-01 0:19,BTC_USD,10800.66,0.00850505,91.86015333,sell,124289762
1601511576,2020-10-01 0:19,BTC_USD,10800.66,0.00889795,96.10373265,sell,124289763
1601511592,2020-10-01 0:19,BTC_USD,10801.93,0.0289,312.175777,sell,124289765
1601511593,2020-10-01 0:19,BTC_USD,10801.2,0.00572718,61.86041662,sell,124289766
1601511602,2020-10-01 0:20,BTC_USD,10804.43,0.008397,90.72479871,buy,124289772
1601511603,2020-10-01 0:20,ETH_USD,360.48,1.052854,379.5328099,sell,124289775
1601511604,2020-10-01 0:20,ETH_USD,360.48,2,720.96,sell,124289777
1601511622,2020-10-01 0:20,BTC_USD,10808.51,0.02230094,241.039933,buy,124289785
1601511639,2020-10-01 0:20,BTC_USD,10807.86,0.436,4712.22696,buy,124289792
1601511642,2020-10-01 0:20,BTC_USD,10807.02,0.03209621,346.8643834,buy,124289796
1601511645,2020-10-01 0:20,BTC_USD,10804.55,0.486,5251.0113,buy,124289797
1601511649,2020-10-01 0:20,BTC_USD,10799.07,0.00485658,52.44654738,sell,124289798
1601511652,2020-10-01 0:20,BTC_USD,10804.55,0.44029582,4757.198202,buy,124289800
1601511661,2020-10-01 0:21,ETH_USD,360.27,0.87337,314.6490099,buy,124289801
1601511662,2020-10-01 0:21,ETH_USD,360.39,16.0329897,5778.129158,buy,124289802
1601511678,2020-10-01 0:21,ETH_USD,360.45,0.19207346,69.23287866,buy,124289805
1601511678,2020-10-01 0:21,BTC_USD,10799.88,0.00651817,70.39545382,sell,124289806
1601511687,2020-10-01 0:21,BTC_USD,10800.11,0.00640109,69.13247612,sell,124289807
1601511689,2020-10-01 0:21,ETH_USD,360.45,14.37560727,5181.68764,buy,124289810
1601511689,2020-10-01 0:21,BTC_USD,10804.53,0.005932,64.09247196,buy,124289815
1601511692,2020-10-01 0:21,ETH_USD,360.46,0.950473,342.6074976,sell,124289816
1601511694,2020-10-01 0:21,ETH_USD,360.46,0.884243,318.7342318,sell,124289817
1601511695,2020-10-01 0:21,ETH_USD,360.46,0.823901,296.9833545,sell,124289818
1601511695,2020-10-01 0:21,BTC_USD,10802.72,0.00878077,94.85619969,sell,124289819
1601511696,2020-10-01 0:21,BTC_USD,10802.72,0.00859341,92.83220208,sell,124289821
1601511697,2020-10-01 0:21,ETH_USD,360.46,0.774641,279.2270949,sell,124289823
1601511699,2020-10-01 0:21,ETH_USD,360.46,0.716441,258.2483229,sell,124289824
1601511700,2020-10-01 0:21,ETH_USD,360.46,0.664243,239.4330318,sell,124289825
1601511705,2020-10-01 0:21,BTC_USD,10802.93,0.0046824,50.58363943,sell,124289827
1601511711,2020-10-01 0:21,ETH_USD,360.46,1.021913,368.35876,sell,124289828
1601511713,2020-10-01 0:21,ETH_USD,360.49,2,720.98,sell,124289829
1601511714,2020-10-01 0:21,ETH_USD,360.47,0.817656,294.7404583,sell,124289830
1601511715,2020-10-01 0:21,ETH_USD,360.46,2,720.92,sell,124289831
1601511718,2020-10-01 0:21,ETH_USD,360.47,0.764806,275.6896188,sell,124289834
1601511719,2020-10-01 0:21,ETH_USD,360.47,0.715027,257.7457827,sell,124289835
1601511721,2020-10-01 0:22,ETH_USD,360.45,0.66629,240.1642305,sell,124289836
1601511722,2020-10-01 0:22,ETH_USD,360.37,0.618727,222.970649,sell,124289837
1601511744,2020-10-01 0:22,ETH_USD,360.41,0.945018,340.5939374,sell,124289844
1601511745,2020-10-01 0:22,BTC_USD,10805.28,0.00544893,58.87721435,sell,124289845
1601511755,2020-10-01 0:22,BTC_USD,10809.14,0.01705743,184.3761489,buy,124289847
1601511763,2020-10-01 0:22,BTC_USD,10805.3,0.4605,4975.84065,sell,124289853
1601511769,2020-10-01 0:22,BTC_USD,10804.08,0.00554834,59.94470923,sell,124289855
1601511785,2020-10-01 0:23,ETH_USD,360.48,0.00001444,0.005205331,buy,124289858
1601511785,2020-10-01 0:23,BTC_USD,10810.32,1.16324031,12574.99999,buy,124289860
1601511786,2020-10-01 0:23,ETH_USD,360.49,8.78726751,3167.722065,sell,124289861
1601511787,2020-10-01 0:23,ETH_USD,360.49,0.523499,188.7161545,sell,124289863
1601511789,2020-10-01 0:23,ETH_USD,360.49,0.943201,340.0145285,sell,124289866
1601511790,2020-10-01 0:23,ETH_USD,360.49,0.510759,184.1235119,sell,124289868
1601511792,2020-10-01 0:23,ETH_USD,360.49,1.799337,648.6429951,sell,124289870
1601511802,2020-10-01 0:23,ETH_USD,360.59,1.73673,626.2474707,buy,124289873
1601511803,2020-10-01 0:23,ETH_USD,360.62,5.35157164,1929.883765,buy,124289875
1601511815,2020-10-01 0:23,BTC_USD,10810.01,0.00891482,96.36929335,sell,124289879
1601511816,2020-10-01 0:23,BTC_USD,10810.01,0.00785683,84.93241087,sell,124289880
1601511827,2020-10-01 0:23,BTC_USD,10810.32,0.03949,426.8995368,buy,124289883
1601511839,2020-10-01 0:23,BTC_USD,10810.32,0.12306253,1330.345329,buy,124289888
1601511866,2020-10-01 0:24,ETH_USD,360.73,0.39219198,141.4754129,buy,124289904
1601511866,2020-10-01 0:24,BTC_USD,10817.19,0.463,5008.35897,buy,124289905
1601511867,2020-10-01 0:24,ETH_USD,360.73,0.23480802,84.70229705,buy,124289906
1601511868,2020-10-01 0:24,ETH_USD,360.63,2.218,799.87734,buy,124289907
1601511869,2020-10-01 0:24,BTC_USD,10818.13,0.02192044,237.1381696,buy,124289908
1601511872,2020-10-01 0:24,LTC_USD,46.42,3.11,144.3662,buy,124289909
1601511889,2020-10-01 0:24,BTC_USD,10816.03,0.00504675,54.5857994,sell,124289911
1601511936,2020-10-01 0:25,BTC_USD,10817.39,0.00831813,89.98045628,sell,124289931
1601511938,2020-10-01 0:25,BTC_USD,10817.39,0.01100522,119.0477568,sell,124289933
1601511940,2020-10-01 0:25,ETH_USD,360.35,13.851,4991.20785,sell,124289936
1601511941,2020-10-01 0:25,BTC_USD,10817.39,0.17015464,1840.629101,sell,124289947
1601511945,2020-10-01 0:25,ETH_USD,360.28,2.63457485,949.184627,buy,124289951
1601511946,2020-10-01 0:25,ETH_USD,360.31,1.18102873,425.5364617,sell,124289952
1601511957,2020-10-01 0:25,BTC_USD,10816.37,0.00496981,53.75530379,sell,124289955
1601511958,2020-10-01 0:25,ETH_USD,360.35,7.35,2648.5725,buy,124289960
1601511959,2020-10-01 0:25,BTC_USD,10816.37,0.00472754,51.13482183,sell,124289961
1601512010,2020-10-01 0:26,BTC_USD,10815.73,0.00912251,98.66660508,sell,124289975
1601512018,2020-10-01 0:26,BTC_USD,10815.19,0.36244838,3919.948095,buy,124289976
1601512021,2020-10-01 0:27,ETH_USD,360.1,7.5,2700.75,sell,124289977
1601512022,2020-10-01 0:27,BTC_USD,10812.56,0.203,2194.94968,sell,124289986
1601512026,2020-10-01 0:27,BTC_USD,10812.46,0.2694213,2913.107029,sell,124289988
1601512035,2020-10-01 0:27,ETH_USD,359.9,15.9,5722.41,buy,124289991
1601512036,2020-10-01 0:27,ETH_USD,359.84,1.84622886,664.346993,buy,124289994
1601512041,2020-10-01 0:27,BTC_USD,10810.42,0.00593766,64.18859842,sell,124289995
1601512044,2020-10-01 0:27,ETH_USD,359.84,8,2878.72,buy,124289997
1601512053,2020-10-01 0:27,BTC_USD,10810.42,0.00693561,74.97685706,sell,124289999
1601512056,2020-10-01 0:27,BTC_USD,10810.58,0.00971438,105.0180821,sell,124290000
1601512058,2020-10-01 0:27,BTC_USD,10810.58,0.00974641,105.364345,sell,124290001
1601512059,2020-10-01 0:27,ETH_USD,359.93,2.89,1040.1977,buy,124290002
1601512060,2020-10-01 0:27,ETH_USD,359.9,0.02852135,10.26483387,buy,124290005
1601512061,2020-10-01 0:27,BTC_USD,10813.88,0.25436261,2750.646741,buy,124290006
1601512062,2020-10-01 0:27,ETH_USD,359.96,0.83560857,300.7856609,sell,124290013
1601512062,2020-10-01 0:27,BTC_USD,10812.84,0.00117887,12.74693269,buy,124290012
1601512064,2020-10-01 0:27,ETH_USD,359.94,1.57618557,567.3322341,sell,124290014
1601512076,2020-10-01 0:27,BTC_USD,10815.05,0.0419373,453.5539964,buy,124290019
1601512089,2020-10-01 0:28,ETH_USD,359.81,10.45068955,3760.262607,sell,124290022
1601512098,2020-10-01 0:28,ETH_USD,359.78,16.84441831,6060.28482,sell,124290026
1601512107,2020-10-01 0:28,ETH_USD,359.58,2.12,762.3096,buy,124290034
1601512107,2020-10-01 0:28,BTC_USD,10811.78,0.06908722,746.9558235,sell,124290035
1601512110,2020-10-01 0:28,ETH_USD,359.41,30,10782.3,buy,124290036
1601512113,2020-10-01 0:28,ETH_USD,359.36,8,2874.88,buy,124290039
1601512117,2020-10-01 0:28,ETH_USD,359.34,13.22,4750.4748,buy,124290040
1601512118,2020-10-01 0:28,ETH_USD,359.34,0.0072165,2.59317711,buy,124290041
1601512121,2020-10-01 0:28,ETH_USD,359.42,1.31874972,473.9850244,buy,124290043
1601512122,2020-10-01 0:28,ETH_USD,359.4,0.21334287,76.67542748,sell,124290044
1601512126,2020-10-01 0:28,BTC_USD,10812.44,0.19230547,2079.291356,buy,124290050
1601512128,2020-10-01 0:28,ETH_USD,359.32,4.12,1480.3984,buy,124290052
1601512132,2020-10-01 0:28,BTC_USD,10807.47,0.4609,4981.162923,sell,124290053
1601512134,2020-10-01 0:28,ETH_USD,359.27,5.76,2069.3952,buy,124290056
1601512146,2020-10-01 0:29,ETH_USD,359.02,4.92,1766.3784,sell,124290063
1601512147,2020-10-01 0:29,ETH_USD,359.1,8,2872.8,buy,124290064
1601512147,2020-10-01 0:29,BTC_USD,10804.67,0.03909895,422.4512521,sell,124290066
